 -1.1709320000e+02  3.4116400000e+01
 -1.1642940000e+02  3.4594300000e+01
 -1.1515850000e+02  3.7358000000e+01
 -1.1869480000e+02  3.4824500000e+01
 -1.1936350000e+02  3.4015000000e+01
 -1.1883030000e+02  3.4157400000e+01
 -1.1493180000e+02  3.6319100000e+01
 -1.1752190000e+02  3.6050000000e+01
 -1.1891040000e+02  3.5201300000e+01
 -1.1715400000e+02  3.4468300000e+01
 -1.1662970000e+02  3.3540100000e+01
 -1.1789650000e+02  3.4126000000e+01
 -1.1890140000e+02  3.7783400000e+01
 -1.1720460000e+02  4.0412800000e+01
 -1.1902970000e+02  3.3480400000e+01
 -1.1998150000e+02  3.4582200000e+01
 -1.1688420000e+02  3.4264300000e+01
 -1.1940580000e+02  3.4920500000e+01
 -1.1662110000e+02  3.7039900000e+01
 -1.1599820000e+02  3.4000500000e+01
 -1.1807410000e+02  3.5878400000e+01
 -1.1815970000e+02  3.3967100000e+01
 -1.1706460000e+02  3.3578200000e+01
 -1.1608040000e+02  3.5287000000e+01
 -1.1809470000e+02  3.3962300000e+01
 -1.1910950000e+02  3.5132400000e+01
 -1.1802870000e+02  3.3799500000e+01
 -1.1471480000e+02  3.3610400000e+01
 -1.1605300000e+02  3.4251400000e+01
 -1.1698470000e+02  3.3962700000e+01
 -1.1827700000e+02  3.4184900000e+01
 -1.2215260000e+02  3.7919400000e+01
 -1.1857680000e+02  3.4682300000e+01
 -1.1701200000e+02  3.4918600000e+01
 -1.1818820000e+02  3.4292800000e+01
 -1.1687170000e+02  3.6917600000e+01
 -1.1645090000e+02  3.6745300000e+01
 -1.1934750000e+02  3.5157300000e+01
 -1.1598990000e+02  3.3655100000e+01
 -1.2043370000e+02  3.5939400000e+01
 -1.2043080000e+02  3.5888400000e+01
 -1.1889670000e+02  3.7644600000e+01
 -1.1848300000e+02  3.3445800000e+01
 -1.1833380000e+02  3.3311600000e+01
 -1.1862980000e+02  3.4138600000e+01
 -1.1767120000e+02  3.5565300000e+01
 -1.1821120000e+02  3.3876300000e+01
 -1.1786490000e+02  3.3862700000e+01
 -1.1901350000e+02  3.4806400000e+01
 -1.1633590000e+02  3.4829500000e+01
 -1.1796490000e+02  3.4244000000e+01
 -1.2211930000e+02  3.7724100000e+01
 -1.1802600000e+02  3.4333400000e+01
 -1.1676550000e+02  3.6746500000e+01
 -1.1782770000e+02  3.4640500000e+01
 -1.2166500000e+02  3.9432600000e+01
 -1.1893730000e+02  3.4109600000e+01
 -1.1812730000e+02  3.4136700000e+01
 -1.1747940000e+02  3.4313800000e+01
 -1.1770880000e+02  3.4109900000e+01
 -1.2038600000e+02  3.8034200000e+01
 -1.2439630000e+02  4.0441800000e+01
 -1.1841140000e+02  3.4353200000e+01
 -1.2127850000e+02  3.7896400000e+01
 -1.1760890000e+02  3.3857600000e+01
 -1.1987950000e+02  3.4414900000e+01
 -1.1780890000e+02  3.5982300000e+01
 -1.1638690000e+02  3.3732500000e+01
 -1.1757300000e+02  3.5071700000e+01
 -1.1656930000e+02  3.6807700000e+01
 -1.2075080000e+02  3.5791600000e+01
 -1.1709970000e+02  3.4039100000e+01
 -1.1827280000e+02  3.3823500000e+01
 -1.1573500000e+02  3.3069800000e+01
 -1.1978480000e+02  3.4029300000e+01
 -1.1903900000e+02  3.4168400000e+01
 -1.1825670000e+02  3.3861500000e+01
 -1.1852380000e+02  3.4253500000e+01
 -1.1937120000e+02  3.4408100000e+01
 -1.1861320000e+02  3.4516500000e+01
 -1.1637040000e+02  3.4124100000e+01
 -1.1967390000e+02  3.4942600000e+01
 -1.1790170000e+02  3.4082000000e+01
 -1.1839690000e+02  3.4334800000e+01
 -1.1898120000e+02  3.7744200000e+01
 -1.1909060000e+02  3.8051500000e+01
 -1.1578800000e+02  3.3389800000e+01
 -1.2191560000e+02  3.7878600000e+01
 -1.1834850000e+02  3.4023900000e+01
 -1.1724950000e+02  3.3036500000e+01
 -1.1671210000e+02  3.3733300000e+01
 -1.1786010000e+02  3.4413400000e+01
 -1.1803930000e+02  3.7742800000e+01
 -1.1812600000e+02  3.3938000000e+01
 -1.1832900000e+02  3.3886800000e+01
 -1.1741170000e+02  3.3647700000e+01
 -1.1426420000e+02  3.7915500000e+01
 -1.1883040000e+02  3.4946200000e+01
 -1.1493890000e+02  3.9345200000e+01
 -1.1581720000e+02  4.0914700000e+01
 -1.1820840000e+02  3.4029700000e+01
 -1.1752560000e+02  3.4104200000e+01
 -1.2300080000e+02  3.7697200000e+01
 -1.2000940000e+02  3.4733000000e+01
 -1.1889410000e+02  3.4409900000e+01
 -1.1888400000e+02  3.4356300000e+01
 -1.1793570000e+02  3.3662300000e+01
 -1.1835950000e+02  3.4080600000e+01
 -1.1889340000e+02  3.4800200000e+01
 -1.1791640000e+02  3.8970300000e+01
 -1.1935550000e+02  4.0416500000e+01
 -1.1986370000e+02  3.5189400000e+01
 -1.1739790000e+02  3.4203900000e+01
 -1.1552140000e+02  3.3274800000e+01
 -1.1482730000e+02  3.3051100000e+01
 -1.1566020000e+02  3.4784000000e+01
 -1.1418940000e+02  3.4308600000e+01
 -1.1688920000e+02  3.5425200000e+01
 -1.1417970000e+02  4.0640200000e+01
 -1.1811290000e+02  3.4047400000e+01
 -1.2068210000e+02  3.4469400000e+01
 -1.1828580000e+02  3.3783600000e+01
 -1.1643010000e+02  3.4754800000e+01
 -1.2146990000e+02  4.0815900000e+01
 -1.1779950000e+02  3.4759900000e+01
 -1.1563530000e+02  3.3705000000e+01
 -1.2047950000e+02  3.5866700000e+01
 -1.1784520000e+02  3.4458200000e+01
 -1.1816820000e+02  3.3924500000e+01
 -1.2307470000e+02  3.8995200000e+01
 -1.1882120000e+02  3.7658600000e+01
 -1.2040240000e+02  3.5880800000e+01
 -1.1918750000e+02  3.4441200000e+01
 -1.1591140000e+02  3.4727300000e+01
 -1.1503180000e+02  3.2706200000e+01
 -1.1514510000e+02  3.4157600000e+01
 -1.1847430000e+02  3.5662300000e+01
 -1.1550680000e+02  3.2829400000e+01
 -1.1908470000e+02  3.7771700000e+01
 -1.1609900000e+02  3.6458800000e+01
 -1.1817320000e+02  3.4204800000e+01
 -1.1900820000e+02  3.4398500000e+01
 -1.1897920000e+02  3.7659100000e+01
 -1.1888050000e+02  3.7713300000e+01
 -1.1617340000e+02  3.3925400000e+01
 -1.2047330000e+02  3.5899800000e+01
 -1.1857460000e+02  3.4181900000e+01
 -1.1830650000e+02  3.3927900000e+01
 -1.1813720000e+02  3.3832100000e+01
 -1.1817320000e+02  3.3791600000e+01
 -1.1820330000e+02  3.3787800000e+01
 -1.1643280000e+02  3.4267300000e+01
 -1.1620910000e+02  3.4699400000e+01
 -1.1832180000e+02  3.4134600000e+01
 -1.1686190000e+02  4.0403500000e+01
 -1.1841280000e+02  3.4095100000e+01
 -1.1901730000e+02  3.7637200000e+01
 -1.1813920000e+02  3.4662000000e+01
 -1.1630820000e+02  3.6745900000e+01
 -1.1886770000e+02  3.4807500000e+01
 -1.1783500000e+02  3.4485500000e+01
 -1.1783790000e+02  3.4586000000e+01
 -1.2135020000e+02  3.8846500000e+01
 -1.1905790000e+02  3.6360000000e+01
 -1.1693970000e+02  3.5090200000e+01
 -1.1800340000e+02  3.4111900000e+01
 -1.1775410000e+02  3.4133300000e+01
 -1.2059430000e+02  3.5828700000e+01
 -1.1795670000e+02  3.4026800000e+01
 -1.2186520000e+02  3.7286900000e+01
 -1.1910370000e+02  3.4733600000e+01
 -1.1519130000e+02  3.6159500000e+01
 -1.2044310000e+02  3.5832600000e+01
 -1.1743670000e+02  3.3856800000e+01
 -1.1597900000e+02  3.6632500000e+01
 -1.2164260000e+02  3.7341500000e+01
 -1.1824410000e+02  3.3939100000e+01
 -1.2045880000e+02  3.5921900000e+01
 -1.2035140000e+02  3.4038300000e+01
 -1.1609550000e+02  4.0148400000e+01
 -1.1906090000e+02  3.7653800000e+01
 -1.1755050000e+02  3.3714500000e+01
 -1.1731800000e+02  3.3918400000e+01
 -1.2043410000e+02  3.5969500000e+01
 -1.2186690000e+02  3.7485300000e+01
 -1.1671560000e+02  3.9147700000e+01
 -1.1642230000e+02  3.2891900000e+01
 -1.1887800000e+02  3.4295500000e+01
 -1.1788170000e+02  3.4175200000e+01
 -1.1721010000e+02  3.4230800000e+01
 -1.1824550000e+02  3.4055200000e+01
 -1.1930930000e+02  3.7169900000e+01
 -1.1909600000e+02  3.4261600000e+01
 -1.1652530000e+02  3.3210900000e+01
 -1.1894470000e+02  3.7640500000e+01
 -1.1614820000e+02  3.4508600000e+01
 -1.1461860000e+02  3.4767700000e+01
 -1.1750890000e+02  3.9685600000e+01
 -1.1871080000e+02  3.9421600000e+01
 -1.1914130000e+02  3.4498700000e+01
 -1.1756960000e+02  3.3919700000e+01
 -1.1834800000e+02  3.3979700000e+01
 -1.1697270000e+02  3.2579300000e+01
 -1.2224630000e+02  3.7963100000e+01
 -1.1606770000e+02  3.4141000000e+01
 -1.1860140000e+02  3.4329900000e+01
 -1.1774410000e+02  3.3765900000e+01
 -1.1704180000e+02  3.3130600000e+01
 -1.2227300000e+02  3.8006300000e+01
 -1.1591810000e+02  3.4369900000e+01
 -1.1630550000e+02  3.4427700000e+01
 -1.1608340000e+02  3.4367100000e+01
 -1.1614950000e+02  3.4430100000e+01
 -1.1629230000e+02  3.4533000000e+01
 -1.2027860000e+02  3.4739100000e+01
 -1.1681510000e+02  3.4674900000e+01
 -1.2150030000e+02  3.9554600000e+01
 -1.1914190000e+02  3.4327400000e+01
 -1.2242430000e+02  3.7499400000e+01
 -1.1820730000e+02  3.4128800000e+01
 -1.1935340000e+02  3.4683400000e+01
 -1.1400500000e+02  3.2722500000e+01
 -1.1906290000e+02  3.6027400000e+01
 -1.2407540000e+02  4.0876300000e+01
 -1.2241490000e+02  4.0997600000e+01
 -1.1616980000e+02  3.2616500000e+01
 -1.2100300000e+02  3.5551700000e+01
 -1.1674090000e+02  3.9521500000e+01
 -1.1953690000e+02  3.9698400000e+01
 -1.1959990000e+02  3.9499200000e+01
 -1.1962430000e+02  4.1357700000e+01
 -1.2410720000e+02  4.0422500000e+01
 -1.2413330000e+02  4.0551300000e+01
 -1.2421310000e+02  4.0637400000e+01
 -1.2423700000e+02  4.0691100000e+01
 -1.2369330000e+02  4.0119300000e+01
 -1.2386280000e+02  4.0435200000e+01
 -1.2388020000e+02  4.0543700000e+01
 -1.2388150000e+02  4.0668600000e+01
 -1.2396770000e+02  4.0791100000e+01
 -1.2386330000e+02  4.0880200000e+01
 -1.2179250000e+02  3.6485500000e+01
 -1.2237680000e+02  3.7914500000e+01
 -1.2360250000e+02  3.9352500000e+01
