 -5.9194437306e+00  2.3557619360e+01
 -3.5946256038e+00  1.7351151264e+01
 -2.2042275040e+00  7.6196157913e+00
  3.2367301207e-01  6.4080973993e-01
 -1.0339003006e+01  1.5678677721e+01
  9.7396064342e+00 -3.4849147365e+00
 -1.1868483402e+01  1.3263199505e+01
  3.3955176042e+00 -4.5129450653e+00
 -6.0558294210e+00  4.7580832293e+00
 -1.8825354151e+01  1.2120217862e+01
 -1.8258469004e+01  1.3739486614e+01
 -5.1289040479e+00  1.5924135657e+01
 -1.1489523725e+01  1.7153693205e+01
 -2.1801128151e+01  1.1823802157e+01
 -1.4492111655e+01  1.5894248548e+01
 -2.0153028020e+01  7.4475975407e+00
 -1.2381183145e+01  1.2931645533e+01
  1.2931138185e+01  1.0785503287e+01
  1.2103448871e+01 -9.3446800489e+00
 -2.4911150916e+01  3.3459337962e+01
 -2.5702245505e+01  3.1703918486e+01
 -7.4594499761e+00  1.7470982362e+01
  4.3181290932e+00  1.6860196367e+01
  2.1865755655e+00 -5.6030418376e+00
  1.5377778611e+01 -2.5407245530e+00
  9.4721757147e+00  1.6419521268e+01
