 -7.8729175641e-02  4.0023330256e+00
  5.3135792831e+00 -4.9379389797e+00
  2.9903255633e+00 -1.3229384356e+00
  2.3801668592e-05  9.9631031201e-01
 -7.3054091765e-01  1.0330009389e+00
 -1.7834146913e+00  6.4829172682e-01
  6.4155124353e-01 -1.9588870858e+00
  5.4501897500e+00 -7.6903129392e+00
 -1.4163014342e+00  1.6745324565e+00
 -3.2970136407e+00  5.2665406384e+00
 -7.1537582000e-01  1.5893585097e+00
  2.3735778367e+00 -3.6149322985e+00
  7.6895804169e-02 -2.3203359703e+00
 -7.6232737619e-01  3.6382191164e+00
 -1.1080458598e+01  1.6155880165e+01
 -7.3944973341e+00  1.2974027889e+01
 -4.1839909769e+00  1.3728146036e+01
 -9.6629857850e+00  1.7278199437e+01
 -4.3115371018e+00  7.6197983535e+00
 -1.2074389952e+01  1.6350008895e+01
 -1.2960848883e+01  1.5793670125e+01
 -1.4706395803e+01  2.6654158392e+00
 -6.0232054829e+00  1.2943231417e+01
 -1.0565872130e+01  1.3645501767e+01
 -1.0062761169e+01  1.4007579471e+01
 -6.6668501434e+00  1.0981017212e+01
 -9.0293821686e+00  1.5134783949e+01
 -1.0828719424e+01  1.6133021889e+01
 -6.1058245854e+00  1.7079320956e+01
 -1.3499419086e+01  1.8400241889e+01
 -1.5109219609e+00  1.2371741150e+01
 -4.4495605156e+00  1.0053639749e+01
 -1.2425649472e+01  1.7228870091e+01
 -7.1396495904e+00  1.1976819115e+01
 -5.2592851405e+00  1.1619425066e+01
 -6.8353960246e+00  1.3711123085e+01
