 -1.5998996691e+01  3.1653697780e+01
 -1.6469890136e+01  3.4467744268e+01
 -2.4101756548e+01  1.8124100812e+00
 -1.9350955469e+01  3.1140399263e+01
 -1.5062361245e+01 -3.7337628770e+01
 -1.8095335615e+01  2.7931052102e+01
 -2.2414512807e+01  3.1237933473e+01
 -1.3920267263e+01 -2.5304513543e+01
 -2.3686546717e+01  2.6165275211e+01
 -1.3608407853e+01  4.2562194919e+00
 -2.1643324173e+01  2.0402262177e+01
 -2.2476002589e+01  2.7409575971e+01
 -2.7610088362e+01 -6.4521594090e+00
 -2.8785305469e+01  3.9887571387e+00
 -2.5358822253e+01 -3.6206041598e+00
 -2.3708483849e+01  3.2758273956e+01
 -2.4139808564e+01 -7.5159756139e+01
 -2.6928962042e+01 -4.0655785722e+00
  9.3645985069e+00  4.3885633457e+01
  1.1786374613e+01  2.7977562223e+01
  1.2553655387e+01  4.7886932294e+01
  6.3069785473e+00  3.7686798807e+01
  6.4270249134e+00  5.1062657246e+01
  9.7057564795e+00  4.1905105528e+01
  6.4182238396e+00 -3.3730944027e+01
  1.3951272153e+01 -4.5481450955e+01
  7.5374963342e+00 -6.3836881206e+01
  1.2555853257e+01 -4.0781264676e+01
