  1.4211527140e+01  1.2591623988e+01
  2.9339576234e+00  7.4910471289e+00
 -1.0264275271e+01 -2.5560026713e+01
 -7.7055632248e+00 -3.9124846697e+01
  1.1750340753e+00  8.0667601888e+00
 -1.8193956660e+01 -2.5655833360e+01
 -1.9109626751e+01 -2.8576307403e+01
 -2.6882943149e+01 -7.9519875211e+00
  1.1158363579e+01  1.0655306659e+01
  1.3730798718e+00  1.9436998664e+01
 -7.7652126272e+00 -3.5428280285e+00
  6.6991881395e-01  1.1433206646e+01
 -3.2322519866e+00 -4.8073335198e+01
 -1.7614486258e+00 -3.8127228978e+01
 -5.1071123911e+00 -4.6621491900e+01
 -1.7707443381e+00 -5.1515150204e+01
 -4.4618465335e+00 -3.8333639747e+00
 -4.9856574366e+00 -3.3250689763e+01
  6.4086626491e-01 -1.2978911860e+01
  5.7744547806e+00  2.2569286630e+01
 -8.3005240829e+00  3.4186029950e+01
  1.0463320244e+01 -1.4042878732e+00
 -2.4960749811e+01 -1.4847971900e+01
 -6.0036380608e+00 -1.1330763253e+01
 -1.2415324083e+01 -2.2965190894e+01
 -1.1466722949e+01 -2.5764129500e+01
  6.5290958571e+00 -3.0561610774e+01
