  1.4991038035e+00  1.9512446355e+01
 -1.2402278104e+00  2.2922448687e+01
 -2.2419752850e-01  2.2965688399e+01
  6.5805975352e+00  2.2269344213e+01
  3.6218089074e+00  6.6630674765e+00
  1.2811814883e+01  1.2427719782e+00
  1.8113993884e+01 -6.6293466136e+00
 -1.3409214769e+00  1.6744997282e+01
  2.7107291321e+00  2.5304834589e+01
  2.2011222468e+01  1.7974325178e+01
  8.4534109686e-01  2.6346393736e+01
 -1.2345235001e+01  6.4769875886e+00
  4.0037030333e+00  1.9607296028e+01
 -8.5773110201e+00  2.6558026643e+01
 -1.7854517989e+00  1.4410841906e+01
 -8.1621310341e-01  1.3329290075e+01
  1.1161126862e+01  3.0943274577e+01
 -6.1407070953e+00  8.7234312568e+00
 -8.1837253502e+00  2.8391872076e+01
 -1.5497213538e+01  2.4913821009e+01
 -3.8558992351e+00  2.5636294853e+01
 -1.4957394489e+01  2.3776035259e+01
 -1.2517926251e+01  3.1613136580e+01
  2.0906296703e+00  1.5173765952e+01
 -8.9146293393e+00  3.0094779112e+01
 -5.6051726690e+00  2.7905183899e+01
 -2.1739512984e+00  3.4755701235e+01
 -9.4447839142e+00  2.2153167722e+01
 -1.6436132261e+01  2.8590033717e+01
  3.8294602215e+00  1.0397553614e+01
  4.1847758452e+00  2.5321573008e+01
 -8.7820524309e+00  5.1778742677e+00
  2.0657400574e+01  3.1709267330e+01
  2.3308810646e+01 -6.9296784091e-01
  6.2836232010e+00  1.8654332683e+01
 -1.7419084675e+01  3.1041454304e+01
  7.6528544118e+00  2.1637853547e+01
  1.3591747556e-01  2.7818098307e+01
 -1.6216342645e+00  7.7776723218e+00
  1.1369012300e+01 -7.1308584831e+00
 -1.7206529265e+01  4.4493858626e+01
 -1.1638557608e+01  1.5928009164e+01
 -2.6929169405e+00  2.4405242107e+01
 -7.5813267001e+00 -1.6892695885e+01
  6.6330463607e+00  2.6848846694e+01
 -7.4660582839e-01  2.0459247669e+00
 -5.5594428199e+00  3.1459485953e+01
  2.6240291276e+00  1.1827014070e+01
  4.9464557758e+00  1.0360143784e+01
 -1.4486888025e+01  2.2461758690e+01
  7.0883890584e-01  4.7001374451e-01
  1.7978823830e+01  1.5867649090e+01
  4.6366819552e+00  3.4362606959e+00
  2.1902155924e-01  2.3893327986e+01
  1.7353390280e+01  2.0923361432e+01
  1.8966709164e+00  3.0882961728e+01
  5.1649886105e+00  1.8653349415e+01
 -1.2407515505e+01  2.7067882753e+01
  1.0556085190e+01  1.4867353210e+01
  1.8315571772e+01  1.1194266333e+01
 -9.5661076334e-01  2.1776680884e+01
  2.1972059473e+01  9.1745010367e+00
 -1.7843005114e+01  2.8534832317e+01
 -4.6231503459e+00  2.0757500945e+01
 -6.2288606988e-01  8.1032493021e+00
 -9.9984130379e+00  1.4821643363e+01
 -1.4419767416e+01  3.0354358903e+01
 -1.6311440074e+01  3.1965591471e+01
 -2.6785100922e+01  3.3236233637e+01
  1.1597072741e+01  1.7796264187e+01
