   -124.74200000     40.31340000 -1.58167053e+05  4.49119622e+06
   -124.41600000     40.31070000 -1.30452832e+05  4.48850814e+06
   -124.16300000     39.91420000 -1.12494431e+05  4.44266092e+06
   -123.89000000     39.43880000 -9.32065778e+04  4.38798205e+06
   -123.59700000     38.99710000 -7.15474814e+04  4.33700360e+06
   -123.30500000     38.54060000 -4.97369939e+04  4.28448047e+06
   -122.69600000     37.87400000 -1.16493853e+03  4.20695220e+06
   -122.38000000     37.52700000  2.44395442e+04  4.16675539e+06
   -122.00500000     37.20480000  5.57082077e+04  4.12913899e+06
   -121.30500000     36.69830000  1.15336467e+05  4.06984766e+06
   -120.89700000     36.33770000  1.50186864e+05  4.02825938e+06
   -120.43800000     35.91020000  1.89724412e+05  3.97925185e+06
   -119.93600000     35.45020000  2.33516096e+05  3.92673356e+06
   -119.32900000     34.98120000  2.87401156e+05  3.87323874e+06
   -118.91200000     34.83730000  3.25166798e+05  3.85647021e+06
   -118.40000000     34.65800000  3.71710935e+05  3.83581253e+06
   -118.07200000     34.56410000  4.01657998e+05  3.82503089e+06
   -117.74600000     34.44120000  4.31464466e+05  3.81113362e+06
   -117.50700000     34.34980000  4.53371156e+05  3.80086306e+06
   -117.15900000     34.18110000  4.85347590e+05  3.78205268e+06
   -116.66000000     34.04240000  5.31383431e+05  3.76671476e+06
   -116.20900000     33.77110000  5.73245019e+05  3.73686382e+06
   -115.77300000     33.42110000  6.14079628e+05  3.69845201e+06
   -115.77300000     33.42110000  6.14079628e+05  3.69845201e+06
   -115.59600000     33.23660000  6.30812805e+05  3.67820357e+06
   -115.71700000     33.12970000  6.19683540e+05  3.66620651e+06
   -115.59400000     33.04020000  6.31291334e+05  3.65643067e+06
   -115.50800000     32.95810000  6.39451801e+05  3.64743884e+06
   -115.58100000     32.87600000  6.32750699e+05  3.63824216e+06
   -115.41200000     32.71000000  6.48838965e+05  3.62006290e+06
   -115.21200000     32.51180000  6.67956534e+05  3.59838653e+06
   -115.33000000     32.41830000  6.57033002e+05  3.58784059e+06
   -115.08500000     32.23590000  6.80435800e+05  3.56800422e+06
   -114.76500000     31.99520000  7.11146859e+05  3.54189875e+06
   -114.52200000     31.78600000  7.34640125e+05  3.51920271e+06
   -114.33200000     31.60160000  7.53137326e+05  3.49918102e+06
   -114.20700000     31.45850000  7.65406223e+05  3.48360906e+06
   -114.11800000     31.35570000  7.74165783e+05  3.47242811e+06
   -114.33000000     31.19360000  7.54426278e+05  3.45394511e+06
   -114.43900000     31.09720000  7.44283553e+05  3.44301087e+06
   -114.30300000     30.91230000  7.57757911e+05  3.42281702e+06
   -114.12900000     30.67970000  7.75056111e+05  3.39744089e+06
   -113.98600000     30.51340000  7.89256393e+05  3.37935956e+06
   -113.80700000     30.31350000  8.07069677e+05  3.35766467e+06
   -114.04100000     30.12050000  7.85112423e+05  3.33565393e+06
   -113.90900000     29.98200000  7.98252539e+05  3.32063367e+06
   -113.75800000     29.83440000  8.13292565e+05  3.30466898e+06
   -113.87000000     29.72980000  8.02778842e+05  3.29277055e+06
   -113.96900000     29.64580000  7.93441740e+05  3.28320106e+06
   -113.77500000     29.43970000  8.12868408e+05  3.26085517e+06
   -113.52100000     29.20540000  8.38298633e+05  3.23558119e+06
   -113.28100000     29.00840000  8.62343885e+05  3.21444811e+06
   -113.33900000     28.94980000  8.56890259e+05  3.20777205e+06
   -113.08700000     28.71470000  8.82336333e+05  3.18248164e+06
   -112.81200000     28.49870000  9.10071637e+05  3.15943317e+06
   -112.58900000     28.32230000  9.32648313e+05  3.14064422e+06
   -112.32100000     28.12490000  9.59814208e+05  3.11972932e+06
   -112.01500000     27.90600000  9.90922133e+05  3.09662989e+06
   -111.71100000     27.69350000  1.02192548e+06  3.07429634e+06
   -111.50600000     27.57000000  1.04280180e+06  3.06146965e+06
   -111.38200000     27.49690000  1.05544443e+06  3.05390301e+06
   -111.56900000     27.21520000  1.03829020e+06  3.02179313e+06
   -111.37300000     27.10530000  1.05830158e+06  3.01044804e+06
   -111.50600000     26.92670000  1.04594806e+06  2.99002696e+06
   -111.22800000     26.72340000  1.07465778e+06  2.96867924e+06
   -110.95700000     26.53500000  1.10269046e+06  2.94900239e+06
