 -2.9861052513e+01  3.5272415868e+01
 -2.4841719849e+01  3.1696625870e+01
 -1.9851101040e+01  2.9633930678e+01
 -1.8498414993e+01  2.3358741534e+01
 -1.3657508807e+01  1.9517260826e+01
 -1.1888855746e+01  2.6156500556e+01
 -8.9003816026e+00  3.1670656107e+01
 -5.8596745594e+00  1.5898344858e+01
  2.7337538758e+01 -3.3118155748e+01
  2.6909836373e+01 -3.2029601482e+01
  1.9063624888e+01 -2.5677650352e+01
  1.1196429887e+01 -1.8817885749e+01
  5.6654442340e+00 -7.5326554927e+00
  1.0840845123e+01 -1.0621427949e+01
  1.4325853734e+01 -4.3318071990e+00
  2.1845562448e+01  1.6723848112e+00
 -2.4223994248e+00  2.0164164132e-01
 -1.4951826952e+00 -2.6379150642e+00
 -7.1867858336e-01  1.0824178385e+01
  2.2948802041e+00  4.0487442483e+00
 -1.8002248851e+00  2.9394325373e-01
 -2.5022565746e+00  5.6004821011e+00
 -1.2214712968e-01 -1.3683581755e+01
  2.0478666347e+00  1.5869933103e+01
 -5.6983089131e+00 -2.5782377166e+00
  9.1777663048e+00  6.2603217800e+00
 -4.9873571011e+00 -1.2805224866e+01
 -1.3012159571e+00  1.7860621102e+01
  5.3567339397e+00  7.3350109292e+00
  5.1295282131e+00  2.1094003182e+01
